frame,worldX,worldZ,preferred,foundPreferred,nHits,hits
86,-240.2427,-72.0000,Green,1,2;Fairway_3|Fairway|10.3145;Green_1|Green|10.3996
86,-240.2226,-72.0000,Green,1,2;Fairway_3|Fairway|10.3140;Green_1|Green|10.3990
87,-240.2226,-72.0000,Green,1,2;Fairway_3|Fairway|10.3140;Green_1|Green|10.3990
87,-240.2026,-72.0000,Green,1,2;Fairway_3|Fairway|10.3135;Green_1|Green|10.3985
88,-240.2026,-72.0000,Green,1,2;Fairway_3|Fairway|10.3135;Green_1|Green|10.3985
88,-240.1825,-72.0000,Green,1,2;Fairway_3|Fairway|10.3130;Green_1|Green|10.3980
89,-240.1825,-72.0000,Green,1,2;Fairway_3|Fairway|10.3130;Green_1|Green|10.3980
89,-240.1625,-72.0000,Green,1,2;Fairway_3|Fairway|10.3125;Green_1|Green|10.3974
90,-240.1625,-72.0000,Green,1,2;Fairway_3|Fairway|10.3125;Green_1|Green|10.3974
90,-240.1425,-72.0000,Green,1,2;Fairway_3|Fairway|10.3120;Green_1|Green|10.3969
91,-240.1425,-72.0000,Green,1,2;Fairway_3|Fairway|10.3120;Green_1|Green|10.3969
91,-240.1224,-72.0000,Green,1,2;Fairway_3|Fairway|10.3114;Green_1|Green|10.3964
92,-240.1224,-72.0000,Green,1,2;Fairway_3|Fairway|10.3114;Green_1|Green|10.3964
92,-240.1024,-72.0000,Green,1,2;Fairway_3|Fairway|10.3109;Green_1|Green|10.3959
93,-240.1024,-72.0000,Green,1,2;Fairway_3|Fairway|10.3109;Green_1|Green|10.3959
93,-240.0824,-72.0000,Green,1,2;Fairway_3|Fairway|10.3104;Green_1|Green|10.3953
94,-240.0824,-72.0000,Green,1,2;Fairway_3|Fairway|10.3104;Green_1|Green|10.3953
94,-240.0624,-72.0000,Green,1,2;Fairway_3|Fairway|10.3099;Green_1|Green|10.3948
95,-240.0624,-72.0000,Green,1,2;Fairway_3|Fairway|10.3099;Green_1|Green|10.3948
95,-240.0424,-72.0000,Green,1,2;Fairway_3|Fairway|10.3094;Green_1|Green|10.3943
96,-240.0424,-72.0000,Green,1,2;Fairway_3|Fairway|10.3094;Green_1|Green|10.3943
96,-240.0224,-72.0000,Green,1,2;Fairway_3|Fairway|10.3089;Green_1|Green|10.3938
97,-240.0224,-72.0000,Green,1,2;Fairway_3|Fairway|10.3089;Green_1|Green|10.3938
97,-240.0025,-72.0000,Green,1,2;Fairway_3|Fairway|10.3084;Green_1|Green|10.3932
98,-240.0025,-72.0000,Green,1,2;Fairway_3|Fairway|10.3084;Green_1|Green|10.3932
98,-239.9825,-72.0000,Green,1,2;Fairway_3|Fairway|10.3079;Green_1|Green|10.3927
99,-239.9825,-72.0000,Green,1,2;Fairway_3|Fairway|10.3079;Green_1|Green|10.3927
99,-239.9626,-72.0000,Green,1,2;Fairway_3|Fairway|10.3074;Green_1|Green|10.3922
100,-239.9626,-72.0000,Green,1,2;Fairway_3|Fairway|10.3074;Green_1|Green|10.3922
100,-239.9426,-72.0000,Green,1,2;Fairway_3|Fairway|10.3069;Green_1|Green|10.3917
101,-239.9426,-72.0000,Green,1,2;Fairway_3|Fairway|10.3069;Green_1|Green|10.3917
101,-239.9227,-72.0000,Green,1,2;Fairway_3|Fairway|10.3064;Green_1|Green|10.3911
102,-239.9227,-72.0000,Green,1,2;Fairway_3|Fairway|10.3064;Green_1|Green|10.3911
102,-239.9027,-72.0000,Green,1,2;Fairway_3|Fairway|10.3058;Green_1|Green|10.3906
103,-239.9027,-72.0000,Green,1,2;Fairway_3|Fairway|10.3058;Green_1|Green|10.3906
103,-239.8828,-72.0000,Green,1,2;Fairway_3|Fairway|10.3053;Green_1|Green|10.3901
104,-239.8828,-72.0000,Green,1,2;Fairway_3|Fairway|10.3053;Green_1|Green|10.3901
104,-239.8629,-72.0000,Green,1,2;Fairway_3|Fairway|10.3048;Green_1|Green|10.3896
105,-239.8629,-72.0000,Green,1,2;Fairway_3|Fairway|10.3048;Green_1|Green|10.3896
105,-239.8430,-72.0000,Green,1,2;Fairway_3|Fairway|10.3043;Green_1|Green|10.3890
106,-239.8430,-72.0000,Green,1,2;Fairway_3|Fairway|10.3043;Green_1|Green|10.3890
