mode,source_hole,surface_target,target_v_horizontal_mps,target_spin_rpm,actual_v_at_contact_mps,first_contact_pos_x,first_contact_pos_y,first_contact_pos_z,end_pos_x,end_pos_y,end_pos_z,end_surface,roll_distance_m,bounce_count,sim_duration_s,sample_id,timestamp_iso
putt,1,Green,2.5,0,2.500,-238.4077,10.2602,-75.7730,-233.5403,10.1630,-75.7730,Green,4.8674,0,8.1397,1,2026-05-19T06:15:11.0787690+02:00
putt,1,Green,2.5,0,2.500,-238.4077,10.2602,-75.7730,-233.5403,10.1630,-75.7730,Green,4.8674,0,8.1397,2,2026-05-19T06:15:11.4330640+02:00
putt,1,Green,2.5,0,2.500,-238.4077,10.2602,-75.7730,-233.5403,10.1630,-75.7730,Green,4.8674,0,8.1397,3,2026-05-19T06:15:11.7778170+02:00
putt,1,Green,3.5,0,3.500,-238.4077,10.2602,-75.7730,-231.5481,10.1129,-75.7730,Green,6.8596,0,8.8145,1,2026-05-19T06:15:12.1371860+02:00
putt,1,Green,3.5,0,3.500,-238.4077,10.2602,-75.7730,-231.5481,10.1129,-75.7730,Green,6.8596,0,8.8145,2,2026-05-19T06:15:12.4797180+02:00
putt,1,Green,3.5,0,3.500,-238.4077,10.2602,-75.7730,-231.5481,10.1129,-75.7730,Green,6.8596,0,8.8145,3,2026-05-19T06:15:12.8151330+02:00
putt,1,Green,5.0,0,5.000,-238.4077,10.2602,-75.7730,-228.5580,10.0314,-75.7730,Green,9.8496,0,9.5268,1,2026-05-19T06:15:13.1459420+02:00
putt,1,Green,5.0,0,5.000,-238.4077,10.2602,-75.7730,-228.5580,10.0314,-75.7730,Green,9.8496,0,9.5268,2,2026-05-19T06:15:13.4764620+02:00
putt,1,Green,5.0,0,5.000,-238.4077,10.2602,-75.7730,-228.5580,10.0314,-75.7730,Green,9.8496,0,9.5268,3,2026-05-19T06:15:13.8077530+02:00
putt,1,Green,7.0,0,7.000,-238.4077,10.2602,-75.7730,-224.5705,9.9055,-75.7730,Green,13.8371,0,10.1975,1,2026-05-19T06:15:14.1668240+02:00
putt,1,Green,7.0,0,7.000,-238.4077,10.2602,-75.7730,-224.5705,9.9055,-75.7730,Green,13.8371,0,10.1975,2,2026-05-19T06:15:14.4983300+02:00
putt,1,Green,7.0,0,7.000,-238.4077,10.2602,-75.7730,-224.5705,9.9055,-75.7730,Green,13.8371,0,10.1975,3,2026-05-19T06:15:14.8490880+02:00
putt,1,Fairway,0.5,0,0.500,-280.4077,9.0233,-133.7730,-279.8852,8.9725,-133.7730,Fairway,0.5225,1,3.4021,1,2026-05-19T06:15:15.1820280+02:00
putt,1,Fairway,0.5,0,0.500,-280.4077,9.0233,-133.7730,-279.8852,8.9725,-133.7730,Fairway,0.5225,1,3.4021,2,2026-05-19T06:15:15.5148630+02:00
putt,1,Fairway,0.5,0,0.500,-280.4077,9.0233,-133.7730,-279.8852,8.9725,-133.7730,Fairway,0.5225,1,3.4021,3,2026-05-19T06:15:15.8659450+02:00
putt,1,Fairway,1.0,0,1.000,-280.4077,9.0233,-133.7730,-278.9139,8.8405,-133.7730,Fairway,1.4938,1,6.3545,1,2026-05-19T06:15:16.1953630+02:00
putt,1,Fairway,1.0,0,1.000,-280.4077,9.0233,-133.7730,-278.9139,8.8405,-133.7730,Fairway,1.4938,1,6.3545,2,2026-05-19T06:15:16.5445230+02:00
putt,1,Fairway,1.0,0,1.000,-280.4077,9.0233,-133.7730,-278.9139,8.8405,-133.7730,Fairway,1.4938,1,6.3545,3,2026-05-19T06:15:16.8894740+02:00
putt,1,Fairway,1.8,0,1.830,-280.4077,9.0233,-133.7730,-277.2532,8.6113,-133.7730,Fairway,3.1544,1,8.9636,1,2026-05-19T06:15:17.2333080+02:00
putt,1,Fairway,1.8,0,1.830,-280.4077,9.0233,-133.7730,-277.2532,8.6113,-133.7730,Fairway,3.1544,1,8.9636,2,2026-05-19T06:15:17.5772440+02:00
putt,1,Fairway,1.8,0,1.830,-280.4077,9.0233,-133.7730,-277.2532,8.6113,-133.7730,Fairway,3.1544,1,8.9636,3,2026-05-19T06:15:17.9091870+02:00
putt,1,Fairway,2.5,0,2.500,-280.4077,9.0233,-133.7730,-275.8813,8.4224,-133.7730,Fairway,4.5264,1,10.3230,1,2026-05-19T06:15:18.2555220+02:00
putt,1,Fairway,2.5,0,2.500,-280.4077,9.0233,-133.7730,-275.8813,8.4224,-133.7730,Fairway,4.5264,1,10.3230,2,2026-05-19T06:15:18.5940700+02:00
putt,1,Fairway,2.5,0,2.500,-280.4077,9.0233,-133.7730,-275.8813,8.4224,-133.7730,Fairway,4.5264,1,10.3230,3,2026-05-19T06:15:18.9434160+02:00
putt,1,Fairway,3.5,0,3.500,-280.4077,9.0233,-133.7730,-273.7913,8.1370,-133.7730,Fairway,6.6164,1,11.7989,1,2026-05-19T06:15:19.2991840+02:00
putt,1,Fairway,3.5,0,3.500,-280.4077,9.0233,-133.7730,-273.7913,8.1370,-133.7730,Fairway,6.6164,1,11.7989,2,2026-05-19T06:15:19.6445040+02:00
putt,1,Fairway,3.5,0,3.500,-280.4077,9.0233,-133.7730,-273.7913,8.1370,-133.7730,Fairway,6.6164,1,11.7989,3,2026-05-19T06:15:19.9956850+02:00
putt,1,Fairway,5.0,0,5.000,-280.4077,9.0233,-133.7730,-277.6477,8.6656,-133.7730,Fairway,2.7599,3,6.8196,1,2026-05-19T06:15:20.3399540+02:00
putt,1,Fairway,5.0,0,5.000,-280.4077,9.0233,-133.7730,-277.6477,8.6656,-133.7730,Fairway,2.7599,3,6.8196,2,2026-05-19T06:15:20.6904970+02:00
putt,1,Fairway,5.0,0,5.000,-280.4077,9.0233,-133.7730,-277.6477,8.6656,-133.7730,Fairway,2.7599,3,6.8196,3,2026-05-19T06:15:21.0184470+02:00
putt,1,Fairway,7.0,0,7.000,-280.4077,9.0233,-133.7730,-277.0472,8.5826,-133.7730,Fairway,3.3605,4,5.1455,1,2026-05-19T06:15:21.3698570+02:00
putt,1,Fairway,7.0,0,7.000,-280.4077,9.0233,-133.7730,-277.0472,8.5826,-133.7730,Fairway,3.3605,4,5.1455,2,2026-05-19T06:15:21.6955430+02:00
putt,1,Fairway,7.0,0,7.000,-280.4077,9.0233,-133.7730,-277.0472,8.5826,-133.7730,Fairway,3.3605,4,5.1455,3,2026-05-19T06:15:22.0285370+02:00
roll,9,Fairway,3.0,500,11.925,-225.8418,12.3727,-102.3231,-223.8950,12.3452,-102.3231,Fairway,1.9468,5,3.3391,1,2026-05-19T06:15:25.6366030+02:00
roll,9,Fairway,3.0,500,11.925,-225.7418,12.3727,-102.3231,-223.7901,12.3297,-102.3231,Fairway,1.9517,5,3.3499,2,2026-05-19T06:15:25.9884850+02:00
roll,9,Fairway,3.0,2700,11.926,-225.9031,12.3727,-102.3231,-224.0415,12.3679,-102.3231,Fairway,1.8616,5,3.3226,1,2026-05-19T06:15:26.3174260+02:00
roll,9,Fairway,3.0,2700,11.926,-225.8031,12.3727,-102.3231,-223.9372,12.3514,-102.3231,Fairway,1.8659,5,3.3370,2,2026-05-19T06:15:26.6386170+02:00
roll,9,Fairway,6.0,500,13.168,-223.5065,12.2650,-102.3231,-219.3027,11.6073,-102.3231,Fairway,4.2038,6,3.6840,1,2026-05-19T06:15:26.9645930+02:00
roll,9,Fairway,6.0,500,13.179,-223.3985,12.2463,-102.3231,-219.1920,11.5886,-102.3231,Fairway,4.2065,6,3.6868,2,2026-05-19T06:15:27.2918300+02:00
roll,9,Fairway,6.0,2700,13.164,-223.5864,12.2764,-102.3231,-219.4427,11.6317,-102.3231,Fairway,4.1437,6,3.6783,1,2026-05-19T06:15:27.6296370+02:00
roll,9,Fairway,6.0,2700,13.174,-223.4787,12.2609,-102.3231,-219.3301,11.6120,-102.3231,Fairway,4.1486,6,3.6822,2,2026-05-19T06:15:27.9686600+02:00
roll,9,Fairway,9.0,500,15.051,-221.6118,11.9654,-102.3231,-214.8899,10.8309,-102.3231,Fairway,6.7218,6,3.9194,1,2026-05-19T06:15:28.3129850+02:00
roll,9,Fairway,9.0,500,15.060,-221.4993,11.9488,-102.3231,-214.7707,10.8088,-102.3231,Fairway,6.7286,6,3.9234,2,2026-05-19T06:15:28.6593600+02:00
roll,9,Fairway,9.0,2700,15.050,-221.6418,11.9720,-102.3231,-214.8793,10.8285,-102.3231,Fairway,6.7625,6,3.9128,1,2026-05-19T06:15:29.0068150+02:00
roll,9,Fairway,9.0,2700,15.058,-221.5298,11.9510,-102.3231,-214.7632,10.8075,-102.3231,Fairway,6.7666,6,3.9166,2,2026-05-19T06:15:29.3459950+02:00
roll,9,Fairway,12.0,500,17.271,-220.1068,11.7180,-102.3231,-210.5182,10.0433,-102.3231,Fairway,9.5886,6,4.1689,1,2026-05-19T06:15:29.6792210+02:00
roll,9,Fairway,12.0,500,17.279,-219.9906,11.7007,-102.3231,-210.3942,10.0216,-102.3231,Fairway,9.5964,6,4.1734,2,2026-05-19T06:15:30.0019400+02:00
roll,9,Fairway,12.0,2700,17.270,-219.8786,11.6775,-102.3231,-210.1448,9.9776,-102.3231,Fairway,9.7338,6,4.1551,1,2026-05-19T06:15:30.3381770+02:00
roll,9,Fairway,12.0,2700,17.277,-219.7620,11.6613,-102.3231,-210.0175,9.9543,-102.3231,Fairway,9.7445,6,4.1620,2,2026-05-19T06:15:30.6851780+02:00
roll,9,Fairway,15.0,500,19.845,-218.8949,11.5111,-102.3231,-205.9698,9.2610,-102.3231,Fairway,12.9251,6,4.4310,1,2026-05-19T06:15:31.0300800+02:00
roll,9,Fairway,15.0,500,19.852,-218.7752,11.4946,-102.3231,-205.8408,9.2396,-102.3231,Fairway,12.9345,6,4.4345,2,2026-05-19T06:15:31.4145440+02:00
roll,9,Fairway,15.0,2700,19.835,-218.4841,11.4367,-102.3231,-205.4179,9.1702,-102.3231,Fairway,13.0662,6,4.4399,1,2026-05-19T06:15:31.7492560+02:00
roll,9,Fairway,15.0,2700,19.842,-218.3616,11.4189,-102.3231,-205.2886,9.1491,-102.3231,Fairway,13.0730,6,4.4422,2,2026-05-19T06:15:32.0760010+02:00
roll,9,Fairway,20.0,500,24.825,-217.3458,11.2342,-102.3231,-197.7281,8.0754,-102.3231,Fairway,19.6177,6,5.7315,1,2026-05-19T06:15:32.4121000+02:00
roll,9,Fairway,20.0,500,24.829,-217.2209,11.2165,-102.3231,-197.5991,8.0601,-102.3231,Fairway,19.6218,6,5.7328,2,2026-05-19T06:15:32.7542250+02:00
roll,9,Fairway,20.0,2700,24.806,-216.8162,11.1520,-102.3231,-197.1526,8.0069,-102.3231,Fairway,19.6637,6,5.7828,1,2026-05-19T06:15:33.0939110+02:00
roll,9,Fairway,20.0,2700,24.811,-216.6872,11.1194,-102.3231,-197.0372,7.9935,-102.3231,Fairway,19.6499,6,5.7782,2,2026-05-19T06:15:33.4445950+02:00
roll,9,Fairway,25.0,500,29.780,-216.3052,11.0511,-102.3231,-189.9138,7.3194,-102.3231,Fairway,26.3914,6,6.6688,1,2026-05-19T06:15:33.7651380+02:00
roll,9,Fairway,25.0,500,29.783,-216.1748,11.0328,-102.3231,-189.7878,7.3103,-102.3231,Fairway,26.3870,6,6.6687,2,2026-05-19T06:15:34.1296810+02:00
roll,9,Fairway,25.0,2700,29.747,-215.7061,10.9546,-102.3231,-189.4423,7.2855,-102.3231,Fairway,26.2638,6,6.6823,1,2026-05-19T06:15:34.4512000+02:00
roll,9,Fairway,25.0,2700,29.750,-215.5729,10.9194,-102.3231,-189.3307,7.2778,-102.3231,Fairway,26.2422,6,6.6784,2,2026-05-19T06:15:34.7888450+02:00
roll,9,Green,3.0,500,8.132,170.8355,17.5501,39.6769,171.3263,17.6023,39.6769,Green,0.4909,3,1.5051,1,2026-05-19T06:15:35.1452260+02:00
roll,9,Green,3.0,500,8.125,170.9331,17.5564,39.6769,171.4235,17.6084,39.6769,Green,0.4904,3,1.5036,2,2026-05-19T06:15:35.4557960+02:00
roll,9,Green,3.0,2700,8.134,170.8199,17.5493,39.6769,171.3037,17.6009,39.6769,Green,0.4838,3,1.5070,1,2026-05-19T06:15:35.7770970+02:00
roll,9,Green,3.0,2700,8.127,170.9175,17.5556,39.6769,171.4010,17.6070,39.6769,Green,0.4834,3,1.5055,2,2026-05-19T06:15:36.0962490+02:00
roll,9,Green,6.0,500,9.895,171.9023,17.6170,39.6769,173.0120,17.7059,39.6769,Green,1.1097,3,3.0121,1,2026-05-19T06:15:36.4334620+02:00
roll,9,Green,6.0,500,9.890,171.9980,17.6231,39.6769,173.1071,17.7117,39.6769,Green,1.1091,3,3.0108,2,2026-05-19T06:15:36.7520250+02:00
roll,9,Green,6.0,2700,9.898,171.8809,17.6162,39.6769,172.9845,17.7042,39.6769,Green,1.1036,3,2.9870,1,2026-05-19T06:15:37.0773890+02:00
roll,9,Green,6.0,2700,9.892,171.9767,17.6223,39.6769,173.0797,17.7100,39.6769,Green,1.1030,3,2.9857,2,2026-05-19T06:15:37.4075320+02:00
roll,9,Green,9.0,500,12.336,172.5252,17.6557,39.6769,174.3620,17.7877,39.6769,Green,1.8368,3,4.0906,1,2026-05-19T06:15:37.7335030+02:00
roll,9,Green,9.0,500,12.332,172.6194,17.6618,39.6769,174.4557,17.7934,39.6769,Green,1.8363,3,4.0896,2,2026-05-19T06:15:38.0583770+02:00
roll,9,Green,9.0,2700,12.338,172.5039,17.6551,39.6769,174.3410,17.7865,39.6769,Green,1.8372,3,4.0815,1,2026-05-19T06:15:38.3805670+02:00
roll,9,Green,9.0,2700,12.335,172.5982,17.6612,39.6769,174.4347,17.7921,39.6769,Green,1.8365,3,4.0804,2,2026-05-19T06:15:38.7060210+02:00
roll,9,Green,12.0,500,15.129,172.8966,17.6794,39.6769,175.2704,17.8421,39.6769,Green,2.3738,4,1.5155,1,2026-05-19T06:15:39.0222440+02:00
roll,9,Green,12.0,500,15.127,172.9898,17.6856,39.6769,175.3630,17.8477,39.6769,Green,2.3732,4,1.5146,2,2026-05-19T06:15:39.3673240+02:00
roll,9,Green,12.0,2700,15.125,172.9273,17.6802,39.6769,175.2895,17.8433,39.6769,Green,2.3623,4,1.5031,1,2026-05-19T06:15:39.6953140+02:00
roll,9,Green,12.0,2700,15.123,173.0203,17.6863,39.6769,175.3820,17.8488,39.6769,Green,2.3617,4,1.5023,2,2026-05-19T06:15:40.0126040+02:00
roll,9,Green,15.0,500,18.165,173.1278,17.6947,39.6769,176.4383,17.9120,39.6769,Green,3.3105,4,1.8375,1,2026-05-19T06:15:40.3373740+02:00
roll,9,Green,15.0,500,18.163,173.2203,17.7009,39.6769,176.5301,17.9175,39.6769,Green,3.3098,4,1.8366,2,2026-05-19T06:15:40.6546320+02:00
roll,9,Green,15.0,2700,18.157,173.1850,17.6960,39.6769,176.4605,17.9133,39.6769,Green,3.2755,4,1.8375,1,2026-05-19T06:15:40.9754430+02:00
roll,9,Green,15.0,2700,18.155,173.2773,17.7021,39.6769,176.5516,17.9188,39.6769,Green,3.2743,4,1.8354,2,2026-05-19T06:15:41.3084230+02:00
roll,9,Green,20.0,500,23.642,173.3500,17.7063,39.6769,178.6906,18.0478,39.6769,Green,5.3406,4,2.7745,1,2026-05-19T06:15:41.6356120+02:00
roll,9,Green,20.0,500,23.640,173.4417,17.7125,39.6769,178.7811,18.0533,39.6769,Green,5.3394,4,2.7728,2,2026-05-19T06:15:41.9616750+02:00
roll,9,Green,20.0,2700,23.635,173.4073,17.7125,39.6769,178.6888,18.0477,39.6769,Green,5.2816,4,2.7698,1,2026-05-19T06:15:42.2874660+02:00
roll,9,Green,20.0,2700,23.634,173.4989,17.7185,39.6769,178.7799,18.0532,39.6769,Green,5.2810,4,2.7692,2,2026-05-19T06:15:42.6216190+02:00
roll,9,Green,25.0,500,29.133,173.4672,17.7167,39.6769,181.2551,18.2062,39.6769,Green,7.7878,4,3.5497,1,2026-05-19T06:15:42.9406740+02:00
roll,9,Green,25.0,500,29.132,173.5586,17.7227,39.6769,181.3449,18.2119,39.6769,Green,7.7863,4,3.5481,2,2026-05-19T06:15:43.2596430+02:00
roll,9,Green,25.0,2700,29.126,173.5213,17.7177,39.6769,181.2147,18.2037,39.6769,Green,7.6934,4,3.5384,1,2026-05-19T06:15:43.5864120+02:00
roll,9,Green,25.0,2700,29.126,173.6125,17.7237,39.6769,181.3057,18.2094,39.6769,Green,7.6931,4,3.5379,2,2026-05-19T06:15:43.9132620+02:00
roll,9,Tee,3.0,500,10.501,-206.3431,8.4856,-44.3231,-203.5885,8.5069,-44.3231,Tee,2.7545,5,5.2665,1,2026-05-19T06:15:44.2382280+02:00
roll,9,Tee,3.0,500,10.501,-206.2431,8.4856,-44.3231,-203.4885,8.5069,-44.3231,Tee,2.7545,5,5.2665,2,2026-05-19T06:15:44.5821270+02:00
roll,9,Tee,3.0,2700,10.502,-206.3827,8.4856,-44.3231,-203.7386,8.5069,-44.3231,Tee,2.6440,5,5.0504,1,2026-05-19T06:15:44.9164050+02:00
roll,9,Tee,3.0,2700,10.502,-206.2827,8.4856,-44.3231,-203.6386,8.5069,-44.3231,Tee,2.6440,5,5.0504,2,2026-05-19T06:15:45.2509610+02:00
roll,9,Tee,6.0,500,11.880,-204.5074,8.4856,-44.3231,-199.2140,8.4677,-44.3231,Fairway,5.2934,5,5.5332,1,2026-05-19T06:15:45.6040730+02:00
roll,9,Tee,6.0,500,11.880,-204.4074,8.4856,-44.3231,-199.1073,8.4452,-44.3231,Fairway,5.3001,5,5.5466,2,2026-05-19T06:15:45.9534580+02:00
roll,9,Tee,6.0,2700,11.882,-204.5605,8.4856,-44.3231,-199.1497,8.4536,-44.3231,Fairway,5.4108,5,6.3253,1,2026-05-19T06:15:46.2959470+02:00
roll,9,Tee,6.0,2700,11.882,-204.4604,8.4856,-44.3231,-199.2378,8.4719,-44.3231,Fairway,5.2227,5,5.4712,2,2026-05-19T06:15:46.6313790+02:00
roll,9,Tee,9.0,500,13.867,-203.2308,8.4856,-44.3231,-195.3840,7.9634,-44.3231,Fairway,7.8468,5,5.5116,1,2026-05-19T06:15:46.9732620+02:00
roll,9,Tee,9.0,500,13.867,-203.1308,8.4856,-44.3231,-195.2802,7.9596,-44.3231,Fairway,7.8506,5,5.5133,2,2026-05-19T06:15:47.3101040+02:00
roll,9,Tee,9.0,2700,13.870,-203.2659,8.4856,-44.3231,-195.4199,7.9645,-44.3231,Fairway,7.8460,5,5.5098,1,2026-05-19T06:15:47.6480110+02:00
roll,9,Tee,9.0,2700,13.870,-203.1658,8.4856,-44.3231,-195.3161,7.9609,-44.3231,Fairway,7.8498,5,5.5116,2,2026-05-19T06:15:47.9890460+02:00
roll,9,Tee,12.0,500,16.256,-202.3411,8.4856,-44.3231,-191.2491,7.8179,-44.3231,Fairway,11.0920,5,6.6750,1,2026-05-19T06:15:48.3344500+02:00
roll,9,Tee,12.0,500,16.256,-202.2411,8.4856,-44.3231,-191.1442,7.7114,-44.3231,Fairway,11.0969,5,6.6766,2,2026-05-19T06:15:48.6629920+02:00
roll,9,Tee,12.0,2700,16.246,-202.2383,8.4856,-44.3231,-191.0947,7.6443,-44.3231,Fairway,11.1436,5,6.7185,1,2026-05-19T06:15:48.9937370+02:00
roll,9,Tee,12.0,2700,16.246,-202.1383,8.4856,-44.3231,-190.9901,7.5032,-44.3231,Fairway,11.1482,5,6.7198,2,2026-05-19T06:15:49.3364590+02:00
roll,9,Tee,15.0,500,18.991,-201.7109,8.4856,-44.3231,-186.8723,7.6706,-44.3231,Fairway,14.8385,5,7.4540,1,2026-05-19T06:15:49.6780100+02:00
roll,9,Tee,15.0,500,18.991,-201.6109,8.4856,-44.3231,-186.7756,7.6675,-44.3231,Fairway,14.8352,5,7.4741,2,2026-05-19T06:15:50.0141380+02:00
roll,9,Tee,15.0,2700,18.972,-201.5282,8.4856,-44.3231,-186.6999,7.6647,-44.3231,Fairway,14.8283,5,7.5202,1,2026-05-19T06:15:50.3538100+02:00
roll,9,Tee,15.0,2700,18.972,-201.4282,8.4856,-44.3231,-186.6052,7.6618,-44.3231,Fairway,14.8230,5,7.5257,2,2026-05-19T06:15:50.6899430+02:00
roll,9,Tee,20.0,500,24.191,-201.0193,8.4856,-44.3231,-179.0940,6.5661,-44.3231,Water,21.9253,3,3.8114,1,2026-05-19T06:15:51.0313490+02:00
roll,9,Tee,20.0,500,24.191,-200.9193,8.4856,-44.3231,-178.9865,6.5661,-44.3231,Water,21.9328,3,3.8117,2,2026-05-19T06:15:51.3713570+02:00
roll,9,Tee,20.0,2700,24.172,-200.8179,8.4856,-44.3231,-179.0124,6.5661,-44.3231,Water,21.8055,3,3.7507,1,2026-05-19T06:15:51.7055840+02:00
roll,9,Tee,20.0,2700,24.172,-200.7178,8.4856,-44.3231,-178.9074,6.5661,-44.3231,Water,21.8105,3,3.7504,2,2026-05-19T06:15:52.0194530+02:00
roll,9,Tee,25.0,500,29.417,-200.6175,8.4856,-44.3231,-176.6934,6.5661,-44.3231,Water,23.9240,1,2.3652,1,2026-05-19T06:15:52.3482970+02:00
roll,9,Tee,25.0,500,29.417,-200.5175,8.4856,-44.3231,-176.5934,6.5661,-44.3231,Water,23.9240,1,2.3652,2,2026-05-19T06:15:52.6762600+02:00
roll,9,Tee,25.0,2700,29.396,-200.4149,8.4856,-44.3231,-176.7150,6.5661,-44.3231,Water,23.7000,1,2.3208,1,2026-05-19T06:15:52.9914680+02:00
roll,9,Tee,25.0,2700,29.396,-200.3149,8.4856,-44.3231,-176.6150,6.5661,-44.3231,Water,23.7000,1,2.3208,2,2026-05-19T06:15:53.3282770+02:00
roll,9,Sand,3.0,500,9.244,-14.7799,11.5959,39.6769,-14.6578,11.5823,39.6769,Sand,0.1221,1,1.0243,1,2026-05-19T06:15:53.6574640+02:00
roll,9,Sand,3.0,500,9.256,-14.6756,11.5838,39.6769,-14.5532,11.5697,39.6769,Sand,0.1224,1,1.0265,2,2026-05-19T06:15:53.9980460+02:00
roll,9,Sand,3.0,2700,9.241,-14.8062,11.5999,39.6769,-14.6867,11.5858,39.6769,Sand,0.1195,1,1.0233,1,2026-05-19T06:15:54.3232110+02:00
roll,9,Sand,3.0,2700,9.253,-14.7021,11.5864,39.6769,-14.5827,11.5733,39.6769,Sand,0.1193,1,1.0244,2,2026-05-19T06:15:54.6560890+02:00
roll,9,Sand,6.0,500,10.919,-13.2658,11.4926,39.6769,-13.0185,11.4884,39.6769,Sand,0.2473,1,0.9194,1,2026-05-19T06:15:54.9859100+02:00
roll,9,Sand,6.0,500,10.921,-13.1646,11.4907,39.6769,-12.9173,11.4865,39.6769,Sand,0.2473,1,0.9197,2,2026-05-19T06:15:55.3200190+02:00
roll,9,Sand,6.0,2700,10.920,-13.3030,11.4934,39.6769,-13.0576,11.4891,39.6769,Sand,0.2455,1,0.9185,1,2026-05-19T06:15:55.6515690+02:00
roll,9,Sand,6.0,2700,10.922,-13.2019,11.4916,39.6769,-12.9564,11.4872,39.6769,Sand,0.2455,1,0.9187,2,2026-05-19T06:15:55.9731170+02:00
roll,9,Sand,9.0,500,13.125,-12.2885,11.4884,39.6769,-11.8987,11.5195,39.6769,Sand,0.3897,2,0.8773,1,2026-05-19T06:15:56.2979780+02:00
roll,9,Sand,9.0,500,13.124,-12.1907,11.4911,39.6769,-11.8010,11.5221,39.6769,Sand,0.3897,2,0.8770,2,2026-05-19T06:15:56.6286560+02:00
roll,9,Sand,9.0,2700,13.128,-12.3191,11.4871,39.6769,-11.9300,11.5187,39.6769,Sand,0.3891,2,0.8758,1,2026-05-19T06:15:56.9621010+02:00
roll,9,Sand,9.0,2700,13.126,-12.2213,11.4898,39.6769,-11.8322,11.5213,39.6769,Sand,0.3891,2,0.8756,2,2026-05-19T06:15:57.2939360+02:00
roll,9,Sand,12.0,500,15.697,-11.6612,11.5051,39.6769,-11.1370,11.5731,39.6769,Sand,0.5242,2,0.8163,1,2026-05-19T06:15:57.6466640+02:00
roll,9,Sand,12.0,500,15.696,-11.5639,11.5078,39.6769,-11.0495,11.5830,39.6769,Sand,0.5145,2,0.8103,2,2026-05-19T06:15:57.9906810+02:00
roll,9,Sand,12.0,2700,15.691,-11.5992,11.5071,39.6769,-11.0813,11.5794,39.6769,Sand,0.5178,2,0.8195,1,2026-05-19T06:15:58.3123180+02:00
roll,9,Sand,12.0,2700,15.689,-11.5037,11.5152,39.6769,-10.9883,11.5900,39.6769,Sand,0.5154,2,0.8212,2,2026-05-19T06:15:58.6391210+02:00
roll,9,Sand,15.0,500,18.565,-11.2672,11.5378,39.6769,-10.5233,11.6426,39.6769,Sand,0.7439,2,0.9820,1,2026-05-19T06:15:58.9874260+02:00
roll,9,Sand,15.0,500,18.562,-11.1792,11.5491,39.6769,-10.4339,11.6528,39.6769,Sand,0.7454,2,0.9818,2,2026-05-19T06:15:59.3166600+02:00
roll,9,Sand,15.0,2700,18.549,-11.1657,11.5491,39.6769,-10.4274,11.6535,39.6769,Sand,0.7383,2,0.9935,1,2026-05-19T06:15:59.6703860+02:00
roll,9,Sand,15.0,2700,18.546,-11.0782,11.5604,39.6769,-10.3389,11.6711,39.6769,Sand,0.7392,2,0.9931,2,2026-05-19T06:16:00.0203090+02:00
roll,9,Sand,20.0,500,23.896,-10.8813,11.5847,39.6769,-9.6587,11.7392,39.6769,Sand,1.2226,2,1.2402,1,2026-05-19T06:16:00.3412290+02:00
roll,9,Sand,20.0,500,23.894,-10.7949,11.5960,39.6769,-9.5654,11.7468,39.6769,Sand,1.2296,2,1.2419,2,2026-05-19T06:16:00.6788920+02:00
roll,9,Sand,20.0,2700,23.882,-10.7773,11.5981,39.6769,-9.5632,11.7469,39.6769,Sand,1.2141,2,1.2471,1,2026-05-19T06:16:01.0027170+02:00
roll,9,Sand,20.0,2700,23.880,-10.6914,11.6094,39.6769,-9.4700,11.7545,39.6769,Sand,1.2213,2,1.2488,2,2026-05-19T06:16:01.3301090+02:00
roll,9,Sand,25.0,500,29.262,-10.6717,11.6091,39.6769,-8.8516,11.8127,39.6769,Sand,1.8201,2,1.4671,1,2026-05-19T06:16:01.6868310+02:00
roll,9,Sand,25.0,500,29.261,-10.5862,11.6204,39.6769,-8.7587,11.8285,39.6769,Sand,1.8275,2,1.4686,2,2026-05-19T06:16:02.0318040+02:00
roll,9,Sand,25.0,2700,29.249,-10.5720,11.6244,39.6769,-8.7654,11.8273,39.6769,Sand,1.8066,2,1.4726,1,2026-05-19T06:16:02.3601760+02:00
roll,9,Sand,25.0,2700,29.248,-10.4873,11.6384,39.6769,-8.6690,11.8436,39.6769,Sand,1.8183,2,1.4713,2,2026-05-19T06:16:02.7021630+02:00
roll,9,CartPath,3.0,500,18.300,-217.4247,13.8387,1.6769,-217.4247,13.8387,1.6769,OOB,0.0000,0,1.8945,1,2026-05-19T06:16:03.0279020+02:00
roll,9,CartPath,3.0,500,18.302,-217.3241,13.8349,1.6769,-217.3241,13.8349,1.6769,OOB,0.0000,0,1.8947,2,2026-05-19T06:16:03.3415630+02:00
roll,9,CartPath,3.0,2700,18.299,-217.4585,13.8394,1.6769,-217.4585,13.8394,1.6769,OOB,0.0000,0,1.8918,1,2026-05-19T06:16:03.6537720+02:00
roll,9,CartPath,3.0,2700,18.301,-217.3578,13.8359,1.6769,-217.3578,13.8359,1.6769,OOB,0.0000,0,1.8920,2,2026-05-19T06:16:03.9671570+02:00
roll,9,CartPath,6.0,500,18.991,-212.9759,13.6649,1.6769,-212.9759,13.6649,1.6769,OOB,0.0000,0,1.7614,1,2026-05-19T06:16:04.2782460+02:00
roll,9,CartPath,6.0,500,18.993,-212.8746,13.6606,1.6769,-212.8746,13.6606,1.6769,OOB,0.0000,0,1.7616,2,2026-05-19T06:16:04.5904060+02:00
