mode,hole,surface_target,target_v_horizontal_mps,target_spin_rpm,actual_v_at_contact_mps,first_contact_pos_x,first_contact_pos_y,first_contact_pos_z,end_pos_x,end_pos_y,end_pos_z,end_surface,roll_distance_m,bounce_count,sim_duration_s,sample_id,timestamp_iso
putt,1,Fairway,1.8,0,1.830,-280.4077,9.0233,-133.7730,-276.4289,8.4975,-133.7730,Fairway,3.9788,1,11.3255,3,2026-05-18T10:34:10.2092510+02:00
putt,1,Fairway,2.5,0,2.500,-280.4077,9.0233,-133.7730,-274.7012,8.2613,-133.7730,Fairway,5.7065,1,13.0556,1,2026-05-18T10:34:10.5397950+02:00
putt,1,Fairway,2.5,0,2.500,-280.4077,9.0233,-133.7730,-274.7012,8.2613,-133.7730,Fairway,5.7065,1,13.0556,2,2026-05-18T10:34:10.8908680+02:00
putt,1,Fairway,2.5,0,2.500,-280.4077,9.0233,-133.7730,-274.7012,8.2613,-133.7730,Fairway,5.7065,1,13.0556,3,2026-05-18T10:34:11.2256420+02:00
putt,1,Fairway,3.5,0,3.500,-280.4077,9.0233,-133.7730,-272.0803,7.9073,-133.7730,Fairway,8.3273,1,14.9273,1,2026-05-18T10:34:11.5810710+02:00
putt,1,Fairway,3.5,0,3.500,-280.4077,9.0233,-133.7730,-272.0803,7.9073,-133.7730,Fairway,8.3273,1,14.9273,2,2026-05-18T10:34:11.9518510+02:00
putt,1,Fairway,3.5,0,3.500,-280.4077,9.0233,-133.7730,-272.0803,7.9073,-133.7730,Fairway,8.3273,1,14.9273,3,2026-05-18T10:34:12.2824720+02:00
putt,1,Fairway,5.0,0,5.000,-280.4077,9.0233,-133.7730,-277.2592,8.6113,-133.7730,Fairway,3.1485,3,8.4734,1,2026-05-18T10:34:12.6145440+02:00
putt,1,Fairway,5.0,0,5.000,-280.4077,9.0233,-133.7730,-277.2592,8.6113,-133.7730,Fairway,3.1485,3,8.4734,2,2026-05-18T10:34:12.9514450+02:00
putt,1,Fairway,5.0,0,5.000,-280.4077,9.0233,-133.7730,-277.2592,8.6113,-133.7730,Fairway,3.1485,3,8.4734,3,2026-05-18T10:34:13.2798370+02:00
putt,1,Fairway,7.0,0,7.000,-280.4077,9.0233,-133.7730,-276.8528,8.5556,-133.7730,Fairway,3.5549,4,6.2577,1,2026-05-18T10:34:13.6133410+02:00
putt,1,Fairway,7.0,0,7.000,-280.4077,9.0233,-133.7730,-276.8528,8.5556,-133.7730,Fairway,3.5549,4,6.2577,2,2026-05-18T10:34:13.9499420+02:00
putt,1,Fairway,7.0,0,7.000,-280.4077,9.0233,-133.7730,-276.8528,8.5556,-133.7730,Fairway,3.5549,4,6.2577,3,2026-05-18T10:34:14.2842130+02:00
