frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
174,roll,Fairway,78.2204,10.2905,28.0622,10.2692,10.2692
175,roll,Fairway,78.2187,10.2906,28.0620,10.2692,10.2692
176,roll,Fairway,78.2171,10.2906,28.0618,10.2692,10.2692
177,roll,Fairway,78.2155,10.2906,28.0617,10.2692,10.2692
178,roll,Fairway,78.2138,10.2906,28.0615,10.2692,10.2692
179,roll,Fairway,78.2122,10.2906,28.0614,10.2693,10.2693
180,roll,Fairway,78.2106,10.2906,28.0612,10.2693,10.2693
181,roll,Fairway,78.2089,10.2906,28.0611,10.2693,10.2693
182,roll,Fairway,78.2073,10.2907,28.0609,10.2693,10.2693
183,roll,Fairway,78.2057,10.2907,28.0608,10.2693,10.2693
184,roll,Fairway,78.2040,10.2907,28.0606,10.2693,10.2693
185,roll,Fairway,78.2024,10.2907,28.0605,10.2693,10.2693
186,roll,Fairway,78.2008,10.2907,28.0603,10.2694,10.2694
187,roll,Fairway,78.1992,10.2907,28.0602,10.2694,10.2694
188,roll,Fairway,78.1976,10.2907,28.0600,10.2694,10.2694
189,roll,Fairway,78.1959,10.2907,28.0599,10.2694,10.2694
190,roll,Fairway,78.1943,10.2907,28.0597,10.2694,10.2694
191,roll,Fairway,78.1927,10.2908,28.0596,10.2694,10.2694
192,roll,Fairway,78.1911,10.2908,28.0594,10.2694,10.2694
193,roll,Fairway,78.1895,10.2908,28.0593,10.2694,10.2694
194,roll,Fairway,78.1879,10.2908,28.0591,10.2694,10.2694
195,roll,Fairway,78.1862,10.2908,28.0589,10.2695,10.2695
196,roll,Fairway,78.1846,10.2908,28.0588,10.2695,10.2695
197,roll,Fairway,78.1830,10.2908,28.0586,10.2695,10.2695
198,roll,Fairway,78.1814,10.2908,28.0585,10.2695,10.2695
199,roll,Fairway,78.1798,10.2909,28.0583,10.2695,10.2695
200,roll,Fairway,78.1782,10.2909,28.0582,10.2695,10.2695
201,roll,Fairway,78.1766,10.2909,28.0580,10.2695,10.2695
202,roll,Fairway,78.1750,10.2909,28.0579,10.2696,10.2696
203,roll,Fairway,78.1734,10.2909,28.0577,10.2696,10.2696
204,roll,Fairway,78.1718,10.2909,28.0576,10.2696,10.2696
205,roll,Fairway,78.1702,10.2909,28.0574,10.2696,10.2696
206,roll,Fairway,78.1686,10.2909,28.0573,10.2696,10.2696
207,roll,Fairway,78.1670,10.2909,28.0571,10.2696,10.2696
208,roll,Fairway,78.1654,10.2910,28.0570,10.2696,10.2696
209,roll,Fairway,78.1638,10.2910,28.0568,10.2696,10.2696
210,roll,Fairway,78.1622,10.2910,28.0567,10.2696,10.2696
211,roll,Fairway,78.1606,10.2910,28.0565,10.2697,10.2697
212,roll,Fairway,78.1590,10.2910,28.0564,10.2697,10.2697
213,roll,Fairway,78.1574,10.2910,28.0562,10.2697,10.2697
214,roll,Fairway,78.1558,10.2910,28.0561,10.2697,10.2697
215,roll,Fairway,78.1542,10.2911,28.0559,10.2697,10.2697
216,roll,Fairway,78.1526,10.2911,28.0557,10.2697,10.2697
217,roll,Fairway,78.1510,10.2911,28.0556,10.2697,10.2697
218,roll,Fairway,78.1494,10.2911,28.0554,10.2697,10.2697
219,roll,Fairway,78.1478,10.2911,28.0553,10.2697,10.2697
220,roll,Fairway,78.1463,10.2911,28.0551,10.2698,10.2698
221,roll,Fairway,78.1447,10.2911,28.0550,10.2698,10.2698
222,roll,Fairway,78.1431,10.2911,28.0548,10.2698,10.2698
223,roll,Fairway,78.1415,10.2912,28.0547,10.2698,10.2698
224,roll,Fairway,78.1399,10.2912,28.0545,10.2698,10.2698
225,roll,Fairway,78.1383,10.2912,28.0544,10.2698,10.2698
226,roll,Fairway,78.1368,10.2912,28.0542,10.2698,10.2698
227,roll,Fairway,78.1352,10.2912,28.0541,10.2699,10.2699
228,roll,Fairway,78.1336,10.2912,28.0539,10.2699,10.2699
229,roll,Fairway,78.1320,10.2912,28.0538,10.2699,10.2699
230,roll,Fairway,78.1305,10.2912,28.0536,10.2699,10.2699
231,roll,Fairway,78.1289,10.2912,28.0535,10.2699,10.2699
232,roll,Fairway,78.1273,10.2913,28.0533,10.2699,10.2699
233,roll,Fairway,78.1258,10.2913,28.0532,10.2699,10.2699
234,roll,Fairway,78.1242,10.2913,28.0530,10.2699,10.2699
235,roll,Fairway,78.1226,10.2913,28.0528,10.2700,10.2700
236,roll,Fairway,78.1210,10.2913,28.0527,10.2700,10.2700
237,roll,Fairway,78.1195,10.2913,28.0525,10.2700,10.2700
238,roll,Fairway,78.1179,10.2913,28.0524,10.2700,10.2700
239,roll,Fairway,78.1163,10.2914,28.0522,10.2700,10.2700
240,roll,Fairway,78.1148,10.2914,28.0521,10.2700,10.2700
241,roll,Fairway,78.1132,10.2914,28.0519,10.2700,10.2700
242,roll,Fairway,78.1117,10.2914,28.0518,10.2701,10.2701
243,roll,Fairway,78.1101,10.2914,28.0516,10.2701,10.2701
244,roll,Fairway,78.1085,10.2914,28.0515,10.2701,10.2701
245,roll,Fairway,78.1070,10.2914,28.0513,10.2701,10.2701
246,roll,Fairway,78.1054,10.2914,28.0512,10.2701,10.2701
247,roll,Fairway,78.1039,10.2915,28.0510,10.2701,10.2701
248,roll,Fairway,78.1023,10.2915,28.0509,10.2701,10.2701
249,roll,Fairway,78.1008,10.2915,28.0507,10.2701,10.2701
250,roll,Fairway,78.0992,10.2915,28.0506,10.2702,10.2702
