frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
320,roll,Fairway,-405.6454,0.0213,-72.0000,0.0000,0.0000
321,roll,Fairway,-405.6467,0.0213,-72.0000,0.0000,0.0000
322,roll,Fairway,-405.6480,0.0213,-72.0000,0.0000,0.0000
323,roll,Fairway,-405.6493,0.0213,-72.0000,0.0000,0.0000
324,roll,Fairway,-405.6506,0.0213,-72.0000,0.0000,0.0000
325,roll,Fairway,-405.6519,0.0213,-72.0000,0.0000,0.0000
326,roll,Fairway,-405.6532,0.0213,-72.0000,0.0000,0.0000
327,roll,Fairway,-405.6545,0.0213,-72.0000,0.0000,0.0000
328,roll,Fairway,-405.6558,0.0213,-72.0000,0.0000,0.0000
329,roll,Fairway,-405.6570,0.0213,-72.0000,0.0000,0.0000
330,roll,Fairway,-405.6583,0.0213,-72.0000,0.0000,0.0000
331,roll,Fairway,-405.6596,0.0213,-72.0000,0.0000,0.0000
332,roll,Fairway,-405.6609,0.0213,-72.0000,0.0000,0.0000
333,roll,Fairway,-405.6622,0.0213,-72.0000,0.0000,0.0000
334,roll,Fairway,-405.6635,0.0213,-72.0000,0.0000,0.0000
335,roll,Fairway,-405.6647,0.0213,-72.0000,0.0000,0.0000
336,roll,Fairway,-405.6660,0.0213,-72.0000,0.0000,0.0000
337,roll,Fairway,-405.6673,0.0213,-72.0000,0.0000,0.0000
338,roll,Fairway,-405.6686,0.0213,-72.0000,0.0000,0.0000
339,roll,Fairway,-405.6699,0.0213,-72.0000,0.0000,0.0000
340,roll,Fairway,-405.6711,0.0213,-72.0000,0.0000,0.0000
341,roll,Fairway,-405.6724,0.0213,-72.0000,0.0000,0.0000
342,roll,Fairway,-405.6737,0.0213,-72.0000,0.0000,0.0000
343,roll,Fairway,-405.6750,0.0213,-72.0000,0.0000,0.0000
344,roll,Fairway,-405.6763,0.0213,-72.0000,0.0000,0.0000
345,roll,Fairway,-405.6776,0.0213,-72.0000,0.0000,0.0000
346,roll,Fairway,-405.6788,0.0213,-72.0000,0.0000,0.0000
347,roll,Fairway,-405.6801,0.0213,-72.0000,0.0000,0.0000
